86,,,1519,R13,21,A,,15P31A0601,MECH,student,,student@gmail.com,9999999999,15P31A0601,15P31A0601,1
87,,,1519,R13,21,B,,15P31A0602,MECH,student,,student@gmail.com,9999999999,15P31A0602,15P31A0602,1
88,,,1519,R13,21,A,,15P31A0603,MECH,student,,student@gmail.com,9999999999,15P31A0603,15P31A0603,1
89,,,1519,R13,21,A,,15P31A0604,MECH,student,,student@gmail.com,9999999999,15P31A0604,15P31A0604,1
90,,,1519,R13,21,B,,15P31A0605,MECH,student,,student@gmail.com,9999999999,15P31A0605,15P31A0605,1
91,,,1519,R16,11,A,,16P31A0501,CSE,student,,student@gmail.com,9999999999,16P31A0501,16P31A0501,1
92,,,1519,R16,11,A,,16P31A0502,CSE,student,,student@gmail.com,9999999999,16P31A0502,16P31A0502,1
93,,,1519,R16,11,B,,16P31A0503,CSE,student,,student@gmail.com,9999999999,16P31A0503,16P31A0503,1
94,,,1519,R16,11,A,,16P31A0504,CSE,student,,student@gmail.com,9999999999,16P31A0504,16P31A0504,1
95,,,1519,R16,11,B,,16P31A0505,CSE,student,,student@gmail.com,9999999999,16P31A0505,16P31A0505,1
96,,,1519,R16,11,A,,16P31A0401,ECE,student,,student@gmail.com,9999999999,16P31A0401,16P31A0401,1
97,,,1519,R16,11,A,,16P31A0402,ECE,student,,student@gmail.com,9999999999,16P31A0402,16P31A0402,1
98,,,1519,R16,11,B,,16P31A0403,ECE,student,,student@gmail.com,9999999999,16P31A0403,16P31A0403,1
99,,,1519,R16,11,A,,16P31A0404,ECE,student,,student@gmail.com,9999999999,16P31A0404,16P31A0404,1
100,,,1519,R16,11,A,,16P31A0405,ECE,student,,student@gmail.com,9999999999,16P31A0405,16P31A0405,1
101,,,1519,R16,11,B,,16P31A0301,CIVIL,student,,student@gmail.com,9999999999,16P31A0301,16P31A0301,1
102,,,1519,R16,11,A,,16P31A0302,CIVIL,student,,student@gmail.com,9999999999,16P31A0302,16P31A0302,1
103,,,1519,R16,11,A,,16P31A0303,CIVIL,student,,student@gmail.com,9999999999,16P31A0303,16P31A0303,1
104,,,1519,R16,11,B,,16P31A0304,CIVIL,student,,student@gmail.com,9999999999,16P31A0304,16P31A0304,1
105,,,1519,R16,11,A,,16P31A0305,CIVIL,student,,student@gmail.com,9999999999,16P31A0305,16P31A0305,1
106,,,1519,R16,11,B,,16P31A0201,EEE,student,,student@gmail.com,9999999999,16P31A0201,16P31A0201,1
107,,,1519,R16,11,A,,16P31A0202,EEE,student,,student@gmail.com,9999999999,16P31A0202,16P31A0202,1
108,,,1519,R16,11,A,,16P31A0203,EEE,student,,student@gmail.com,9999999999,16P31A0203,16P31A0203,1
109,,,1519,R16,11,B,,16P31A0204,EEE,student,,student@gmail.com,9999999999,16P31A0204,16P31A0204,1
110,,,1519,R16,11,A,,16P31A0205,EEE,student,,student@gmail.com,9999999999,16P31A0205,16P31A0205,1
111,,,1519,R16,11,A,,16P31A0101,IT,student,,student@gmail.com,9999999999,16P31A0101,16P31A0101,1
112,,,1519,R16,11,B,,16P31A0102,IT,student,,student@gmail.com,9999999999,16P31A0102,16P31A0102,1
113,,,1519,R16,11,A,,16P31A0103,IT,student,,student@gmail.com,9999999999,16P31A0103,16P31A0103,1
114,,,1519,R16,11,A,,16P31A0104,IT,student,,student@gmail.com,9999999999,16P31A0104,16P31A0104,1
115,,,1519,R16,11,B,,16P31A0105,IT,student,,student@gmail.com,9999999999,16P31A0105,16P31A0105,1
116,,,1519,R16,11,A,,16P31A0601,MECH,student,,student@gmail.com,9999999999,16P31A0601,16P31A0601,1
117,,,1519,R16,11,B,,16P31A0602,MECH,student,,student@gmail.com,9999999999,16P31A0602,16P31A0602,1
118,,,1519,R16,11,A,,16P31A0603,MECH,student,,student@gmail.com,9999999999,16P31A0603,16P31A0603,1
119,,,1519,R16,11,A,,16P31A0604,MECH,student,,student@gmail.com,9999999999,16P31A0604,16P31A0604,1
120,,,1519,R16,11,B,,16P31A0605,MECH,student,,student@gmail.com,9999999999,16P31A0605,16P31A0605,1
121,,,,,,,,1,CSE,hod,male,Staff@gmail.com,9999999999,FAC1,aditya@123,1
122,,,,,,,,2,CSE,faculty,female,Staff@gmail.com,9999999999,FAC2,aditya@123,1
123,,,,,,,,3,CSE,faculty,male,Staff@gmail.com,9999999999,FAC3,aditya@123,1
124,,,,,,,,4,CSE,faculty,female,Staff@gmail.com,9999999999,FAC4,aditya@123,1
125,,,,,,,,5,CSE,faculty,female,Staff@gmail.com,9999999999,FAC5,aditya@123,1
126,,,,,,,,6,CSE,faculty,female,Staff@gmail.com,9999999999,FAC6,aditya@123,1
127,,,,,,,,7,IT,hod,female,Staff@gmail.com,9999999999,FAC7,aditya@123,1
128,,,,,,,,8,IT,faculty,male,Staff@gmail.com,9999999999,FAC8,aditya@123,1
129,,,,,,,,9,IT,faculty,male,Staff@gmail.com,9999999999,FAC9,aditya@123,1
130,,,,,,,,10,IT,faculty,male,Staff@gmail.com,9999999999,FAC10,aditya@123,1
131,,,,,,,,11,IT,faculty,female,Staff@gmail.com,9999999999,FAC11,aditya@123,1
132,,,,,,,,12,IT,faculty,male,Staff@gmail.com,9999999999,FAC12,aditya@123,1
133,,,,,,,,13,IT,faculty,female,Staff@gmail.com,9999999999,FAC13,aditya@123,1
134,,,,,,,,14,IT,faculty,male,Staff@gmail.com,9999999999,FAC14,aditya@123,1
135,,,,,,,,15,IT,faculty,male,Staff@gmail.com,9999999999,FAC15,aditya@123,1
136,,,,,,,,16,IT,faculty,female,Staff@gmail.com,9999999999,FAC16,aditya@123,1
137,,,,,,,,17,IT,faculty,male,Staff@gmail.com,9999999999,FAC17,aditya@123,1
138,,,,,,,,18,IT,faculty,male,Staff@gmail.com,9999999999,FAC18,aditya@123,1
139,,,,,,,,19,IT,faculty,female,Staff@gmail.com,9999999999,FAC19,aditya@123,1
140,,,,,,,,20,IT,faculty,male,Staff@gmail.com,9999999999,FAC20,aditya@123,1
141,,,,,,,,21,IT,faculty,female,Staff@gmail.com,9999999999,FAC21,aditya@123,1
142,,,,,,,,22,IT,faculty,male,Staff@gmail.com,9999999999,FAC22,aditya@123,1
143,,,,,,,,23,IT,faculty,male,Staff@gmail.com,9999999999,FAC23,aditya@123,1
144,,,,,,,,24,IT,faculty,male,Staff@gmail.com,9999999999,FAC24,aditya@123,1
145,,,,,,,,25,IT,faculty,female,Staff@gmail.com,9999999999,FAC25,aditya@123,1
146,,,,,,,,26,IT,faculty,female,Staff@gmail.com,9999999999,FAC26,aditya@123,1
147,,,,,,,,27,CIVIL,hod,male,Staff@gmail.com,9999999999,FAC27,aditya@123,1
148,,,,,,,,28,CIVIL,faculty,male,Staff@gmail.com,9999999999,FAC28,aditya@123,1
149,,,,,,,,29,MECH,hod,male,Staff@gmail.com,9999999999,FAC29,aditya@123,1
150,,,,,,,,30,MECH,faculty,female,Staff@gmail.com,9999999999,FAC30,aditya@123,1
151,,,,,,,,31,MECH,faculty,female,Staff@gmail.com,9999999999,FAC31,aditya@123,1
152,,,,,,,,32,MECH,faculty,male,Staff@gmail.com,9999999999,FAC32,aditya@123,1
153,,,,,,,,33,ECE,hod,male,Staff@gmail.com,9999999999,FAC33,aditya@123,1
154,,,,,,,,34,ECE,faculty,male,Staff@gmail.com,9999999999,FAC34,aditya@123,1
155,,,,,,,,35,ECE,faculty,female,Staff@gmail.com,9999999999,FAC35,aditya@123,1
156,,,,,,,,36,ECE,faculty,female,Staff@gmail.com,9999999999,FAC36,aditya@123,1
157,,,,,,,,37,ECE,faculty,male,Staff@gmail.com,9999999999,FAC37,aditya@123,1
158,,,,,,,,38,ECE,faculty,female,Staff@gmail.com,9999999999,FAC38,aditya@123,1
159,,,,,,,,39,ECE,faculty,male,Staff@gmail.com,9999999999,FAC39,aditya@123,1
160,,,,,,,,40,ECE,faculty,male,Staff@gmail.com,9999999999,FAC40,aditya@123,1
161,,,,,,,,41,ECE,faculty,female,Staff@gmail.com,9999999999,FAC41,aditya@123,1
